Date,Description,Amount,Category,PaymentMethod,Month
15-05-2025,US Polo,7164.67,Clothing,Debit Card,May
09-10-2025,Aster,14109.93,Healthcare,Debit Card,October
07-01-2025,Nilgiris,1181.13,Grocery,UPI,January
10-03-2025,Gas Agency,453.86,Bills,Net Banking,March
10-12-2025,Booking.com,11762.66,Travel,UPI,December
23-06-2025,Biba,5977.64,Clothing,Net Banking,June
10-07-2025,Amazon,18724.54,Online Shopping,Credit Card,July
01-07-2025,CloudNine,12613.27,Healthcare,UPI,July
16-01-2025,ACT Fibernet,562.1,Bills,Net Banking,January
21-10-2025,Samsung Store,61604.27,Electronics,UPI,October
25-12-2025,Jio Fiber,3535.3,Bills,Credit Card,December
18-11-2025,Puma,1109.53,Clothing,Debit Card,November
27-02-2025,JioMart,2986.54,Grocery,UPI,February
19-05-2025,Mi Store,82868.58,Electronics,UPI,May
25-03-2025,IndiGo,16666.71,Travel,Net Banking,March
29-10-2025,H&M,4960.58,Clothing,Debit Card,October
27-02-2025,Tata Cliq,17441.97,Online Shopping,Debit Card,February
03-12-2025,Myntra,9321.1,Online Shopping,UPI,December
26-10-2025,McDonalds,271.18,Food,Net Banking,October
12-06-2025,Hotstar,694.82,Entertainment,Net Banking,June
08-11-2025,Airtel,3286.39,Bills,UPI,November
25-11-2025,TNEB,2401.19,Bills,UPI,November
05-04-2025,Chai Point,218.3,Food,Debit Card,April
26-09-2025,Netflix,587.47,Entertainment,Debit Card,September
20-01-2025,Croma,113333.12,Electronics,UPI,January
20-09-2025,Yulu Bikes,1774.98,Transport,Debit Card,September
31-12-2025,Croma,124834.5,Electronics,Net Banking,December
15-09-2025,Noise,85285.14,Electronics,Debit Card,September
08-11-2025,Lenskart,13646.56,Online Shopping,Debit Card,November
11-07-2025,MedPlus,14161.43,Healthcare,Credit Card,July
22-09-2025,Myntra,3079.72,Online Shopping,Credit Card,September
14-07-2025,Vodafone Idea,4628.27,Bills,Debit Card,July
15-07-2025,MedPlus,2205.36,Healthcare,Debit Card,July
14-11-2025,Myntra,9534.27,Online Shopping,Debit Card,November
03-06-2025,Nilgiris,2250.07,Grocery,Debit Card,June
08-12-2025,BSNL,3567.82,Bills,UPI,December
12-09-2025,Netflix,487.16,Entertainment,Net Banking,September
29-10-2025,Amazon,14655.62,Online Shopping,Credit Card,October
18-12-2025,BigBazaar,2703.56,Grocery,Debit Card,December
17-07-2025,Gaana,842.74,Entertainment,Credit Card,July
23-01-2025,Cream Stone,241.58,Food,Debit Card,January
28-01-2025,Lenskart,7056.62,Online Shopping,UPI,January
16-09-2025,Flipkart,3825.15,Online Shopping,UPI,September
30-11-2025,Tata Cliq,11028.97,Online Shopping,Credit Card,November
28-03-2025,Amazon Prime,736.11,Entertainment,Credit Card,March
05-07-2025,YouTube Premium,303.91,Entertainment,Net Banking,July
05-12-2025,TSRTC,343.06,Transport,Credit Card,December
11-02-2025,Zara,2061.92,Clothing,Debit Card,February
07-10-2025,Ola,679.11,Transport,UPI,October
20-11-2025,Flipkart,10771.58,Online Shopping,Net Banking,November
21-12-2025,Booking.com,28416.93,Travel,Credit Card,December
27-11-2025,1mg,13739.47,Healthcare,Credit Card,November
08-11-2025,Noise,149809.51,Electronics,UPI,November
22-10-2025,PharmEasy,18722.74,Healthcare,Net Banking,October
09-06-2025,Meru Cabs,1375.27,Transport,Credit Card,June
28-11-2025,TSRTC,1892.13,Transport,Credit Card,November
06-11-2025,Sony Center,51998.8,Electronics,UPI,November
26-11-2025,Pantaloons,5858.06,Clothing,Credit Card,November
08-07-2025,Vivo Store,115944.18,Electronics,Net Banking,July
15-03-2025,H&M,1364.47,Clothing,Debit Card,March
23-09-2025,Ola,1345.14,Transport,Debit Card,September
26-06-2025,YouTube Premium,793.92,Entertainment,Debit Card,June
01-07-2025,TSRTC,314.45,Transport,Debit Card,July
07-05-2025,Mi Store,99413.08,Electronics,UPI,May
18-06-2025,Jio Fiber,4032.13,Bills,UPI,June
14-11-2025,SonyLiv,940.34,Entertainment,UPI,November
12-01-2025,Aster,10391.15,Healthcare,UPI,January
29-09-2025,Meru Cabs,1307.01,Transport,Net Banking,September
14-07-2025,YouTube Premium,799.3,Entertainment,UPI,July
20-01-2025,Allen Solly,5466.64,Clothing,Net Banking,January
24-10-2025,Spotify,912.39,Entertainment,UPI,October
11-01-2025,Vodafone Idea,2753.94,Bills,Net Banking,January
11-08-2025,OYO,1890.83,Travel,Net Banking,August
03-06-2025,Chai Point,392.84,Food,Net Banking,June
19-01-2025,Nature's Basket,2174.23,Grocery,Net Banking,January
18-07-2025,Puma,5680.75,Clothing,Credit Card,July
11-12-2025,Spotify,343.42,Entertainment,UPI,December
09-04-2025,US Polo,5174.01,Clothing,Debit Card,April
05-06-2025,Sony Center,100827.11,Electronics,Net Banking,June
22-05-2025,Jio Fiber,1887.24,Bills,Debit Card,May
20-11-2025,Aster,8174.74,Healthcare,Net Banking,November
10-11-2025,Vodafone Idea,5639.92,Bills,Credit Card,November
18-06-2025,Wrogn,3592.34,Clothing,Credit Card,June
23-05-2025,Pizza Hut,1074.09,Food,Net Banking,May
22-06-2025,Goibibo,3934.44,Travel,Debit Card,June
16-08-2025,Taco Bell,1079.24,Food,UPI,August
31-07-2025,Saravana Bhavan,251.86,Food,Net Banking,July
22-08-2025,HP World,102786.23,Electronics,Net Banking,August
31-05-2025,1mg,7587.9,Healthcare,Net Banking,May
18-07-2025,Gaana,492.75,Entertainment,Credit Card,July
02-12-2025,Gas Agency,3567.01,Bills,Net Banking,December
01-05-2025,Uber,315.77,Transport,Debit Card,May
08-08-2025,Zara,3124.38,Clothing,Credit Card,August
25-08-2025,Air India,23581.8,Travel,Credit Card,August
08-09-2025,Amazon,9526.2,Online Shopping,Net Banking,September
24-08-2025,More Supermarket,538.14,Grocery,Net Banking,August
29-04-2025,Nature's Basket,2280.22,Grocery,Net Banking,April
09-11-2025,Star Bazaar,942.88,Grocery,Debit Card,November
05-12-2025,Spencers,3009.84,Grocery,Net Banking,December
18-09-2025,Subway,650.54,Food,UPI,September
06-06-2025,OnePlus,61848.9,Electronics,Net Banking,June
29-07-2025,Aster,17638.05,Healthcare,Credit Card,July
19-10-2025,More Supermarket,4112.29,Grocery,UPI,October
03-07-2025,US Polo,4140.55,Clothing,Net Banking,July
20-05-2025,Ajio,16515.81,Online Shopping,UPI,May
04-01-2025,YouTube Premium,511.91,Entertainment,Debit Card,January
23-08-2025,YouTube Premium,696.6,Entertainment,Debit Card,August
25-03-2025,Chai Point,499.3,Food,Net Banking,March
23-07-2025,Nilgiris,389.68,Grocery,Debit Card,July
01-08-2025,Kauvery,7540.82,Healthcare,Debit Card,August
16-04-2025,Samsung Store,79763.99,Electronics,Debit Card,April
29-03-2025,Puma,2965.02,Clothing,Net Banking,March
01-09-2025,Snapdeal,545.23,Online Shopping,Debit Card,September
09-07-2025,Property Tax Online,2880.28,Bills,Credit Card,July
19-01-2025,Booking.com,15334.58,Travel,UPI,January
22-02-2025,Apple Music,317.1,Entertainment,Net Banking,February
10-01-2025,Levis,6106.66,Clothing,Debit Card,January
17-05-2025,Vodafone Idea,313.83,Bills,Credit Card,May
01-04-2025,Snapdeal,6800.27,Online Shopping,Debit Card,April
17-05-2025,Boat Lifestyle,45452.86,Electronics,Debit Card,May
22-02-2025,Levis,2416.6,Clothing,Net Banking,February
18-03-2025,Water Board,5008.61,Bills,Debit Card,March
29-12-2025,Nykaa,11056.9,Online Shopping,UPI,December
02-01-2025,Taco Bell,870.88,Food,Debit Card,January
19-09-2025,Booking.com,14839.72,Travel,Net Banking,September
28-12-2025,Pantaloons,6492.91,Clothing,Net Banking,December
13-07-2025,Levis,3060.54,Clothing,Credit Card,July
30-10-2025,Air India,26028.99,Travel,Debit Card,October
20-04-2025,Airtel,3262.78,Bills,UPI,April
02-11-2025,Nilgiris,2915.54,Grocery,UPI,November
04-06-2025,Fortis,9594.79,Healthcare,UPI,June
30-06-2025,Nike,4143.09,Clothing,Net Banking,June
17-01-2025,IRCTC,11115.37,Travel,Net Banking,January
19-11-2025,More Supermarket,4618.73,Grocery,Credit Card,November
16-04-2025,KFC,1495.35,Food,Debit Card,April
07-03-2025,ACT Fibernet,1317.06,Bills,UPI,March
23-05-2025,Starbucks,837.31,Food,Debit Card,May
13-10-2025,Noise,149349.96,Electronics,UPI,October
28-05-2025,Paradise Biryani,1307.46,Food,UPI,May
19-11-2025,Rapido,365.48,Transport,UPI,November
31-07-2025,Star Bazaar,338.01,Grocery,Debit Card,July
23-03-2025,Nilgiris,2907.71,Grocery,Credit Card,March
07-05-2025,Water Board,3967.31,Bills,UPI,May
16-12-2025,OYO,2044.97,Travel,UPI,December
18-07-2025,Amazon,10497.51,Online Shopping,Net Banking,July
23-11-2025,Goibibo,6111.48,Travel,Net Banking,November
14-02-2025,Water Board,3755.84,Bills,Net Banking,February
20-01-2025,Saravana Bhavan,554.4,Food,Net Banking,January
26-11-2025,Netflix,959.4,Entertainment,Net Banking,November
05-01-2025,McDonalds,946.7,Food,Debit Card,January
16-06-2025,Vivo Store,47234.6,Electronics,Debit Card,June
16-08-2025,Netflix,512.76,Entertainment,Debit Card,August
24-01-2025,ACT Fibernet,1095.07,Bills,Net Banking,January
09-03-2025,Apollo Pharmacy,1563,Healthcare,Credit Card,March
08-01-2025,Netmeds,8794.54,Healthcare,Net Banking,January
18-10-2025,Jio Fiber,866.04,Bills,Debit Card,October
31-08-2025,BSNL,5333.85,Bills,Debit Card,August
16-12-2025,Spotify,450.82,Entertainment,Debit Card,December
11-03-2025,Property Tax Online,4252.57,Bills,Debit Card,March
10-07-2025,Paradise Biryani,1434.66,Food,UPI,July
06-05-2025,Starbucks,1096.88,Food,Credit Card,May
06-09-2025,IRCTC,12537.15,Travel,UPI,September
26-03-2025,TSRTC,994.63,Transport,Debit Card,March
03-05-2025,Chai Point,1170.89,Food,Net Banking,May
28-04-2025,Property Tax Online,3213.42,Bills,Net Banking,April
16-09-2025,Apple Store,9854.95,Electronics,Net Banking,September
21-09-2025,Water Board,2199.1,Bills,Net Banking,September
31-10-2025,Tata Cliq,240.3,Online Shopping,Net Banking,October
24-04-2025,Hotstar,988.47,Entertainment,Debit Card,April
12-08-2025,MedPlus,10815.86,Healthcare,UPI,August
23-02-2025,BMTC,1389.94,Transport,UPI,February
10-02-2025,IndiGo,20016.05,Travel,Credit Card,February
23-06-2025,Dominos,283.51,Food,Debit Card,June
16-04-2025,DMart,2851.49,Grocery,UPI,April
18-05-2025,SonyLiv,190.76,Entertainment,Net Banking,May
29-07-2025,Goibibo,5831.23,Travel,Net Banking,July
12-01-2025,Vivo Store,72835.1,Electronics,Credit Card,January
06-11-2025,Property Tax Online,4179.48,Bills,Debit Card,November
23-03-2025,CCD,369.6,Food,Debit Card,March
01-10-2025,DMart,4507.27,Grocery,Credit Card,October
25-03-2025,Saravana Bhavan,289.19,Food,Credit Card,March
07-08-2025,Spencers,2700.35,Grocery,Net Banking,August
16-06-2025,YouTube Premium,446.66,Entertainment,Net Banking,June
09-09-2025,Rapido,454.74,Transport,Net Banking,September
07-04-2025,Rapido,1124.4,Transport,UPI,April
15-02-2025,CCD,668.06,Food,Net Banking,February
19-02-2025,BSNL,4311.46,Bills,Credit Card,February
03-03-2025,Jio Fiber,5628.84,Bills,Credit Card,March
30-04-2025,Biba,2199.05,Clothing,Net Banking,April
27-01-2025,Pantaloons,7570.65,Clothing,Credit Card,January
17-09-2025,Spencers,4460.32,Grocery,Credit Card,September
06-02-2025,Spencers,2046.14,Grocery,Debit Card,February
10-12-2025,Pantaloons,742.77,Clothing,Credit Card,December
10-08-2025,Allen Solly,5264.73,Clothing,UPI,August
15-12-2025,Vodafone Idea,1332.3,Bills,Credit Card,December
24-08-2025,OYO,24723.19,Travel,Debit Card,August
10-10-2025,Rapido,598.06,Transport,Debit Card,October
22-10-2025,Reliance Fresh,3877.41,Grocery,Credit Card,October
22-07-2025,Myntra,3166.67,Online Shopping,UPI,July
25-05-2025,TNEB,1323.76,Bills,Debit Card,May
21-03-2025,OYO,23297.32,Travel,Net Banking,March
02-03-2025,Spencers,4608.97,Grocery,Credit Card,March
21-07-2025,Sony Center,102654.19,Electronics,UPI,July
27-11-2025,Flipkart,17869.11,Online Shopping,Debit Card,November
30-05-2025,Amazon Prime,402.57,Entertainment,Net Banking,May
19-10-2025,CloudNine,13010.73,Healthcare,Debit Card,October
12-11-2025,BigBazaar,3366.42,Grocery,Debit Card,November
05-10-2025,Air India,8461.66,Travel,Net Banking,October
27-03-2025,Apollo Hospital,12510.41,Healthcare,UPI,March
09-11-2025,Nilgiris,421.42,Grocery,UPI,November
02-10-2025,Reliance Digital,85807.31,Electronics,Net Banking,October
21-03-2025,Tata Cliq,10670.63,Online Shopping,Debit Card,March
04-09-2025,Biba,579.03,Clothing,Net Banking,September
19-06-2025,PharmEasy,9134,Healthcare,Net Banking,June
19-01-2025,Netflix,770.34,Entertainment,Credit Card,January
27-10-2025,TSRTC,905.22,Transport,Credit Card,October
21-08-2025,OYO,9146.54,Travel,Credit Card,August
07-09-2025,Reliance Digital,126973.35,Electronics,Debit Card,September
23-10-2025,JioMart,2120.58,Grocery,Net Banking,October
24-08-2025,Samsung Store,111887.57,Electronics,Credit Card,August
18-11-2025,Yulu Bikes,1436.56,Transport,Credit Card,November
18-05-2025,Vistara,2342.58,Travel,Debit Card,May
24-03-2025,Uber,724.77,Transport,UPI,March
21-10-2025,Spencers,1212.19,Grocery,UPI,October
22-02-2025,KFC,1160.47,Food,Debit Card,February
10-12-2025,HP World,147064.51,Electronics,Credit Card,December
10-02-2025,Adidas,7928.3,Clothing,Credit Card,February
05-07-2025,H&M,2692.62,Clothing,Credit Card,July
06-06-2025,YouTube Premium,603.61,Entertainment,Net Banking,June
08-12-2025,Myntra,17217.43,Online Shopping,Net Banking,December
25-02-2025,Goibibo,7423.46,Travel,UPI,February
06-06-2025,Netflix,300.02,Entertainment,UPI,June
16-01-2025,Netflix,538.56,Entertainment,Credit Card,January
20-01-2025,Aster,1028.71,Healthcare,Credit Card,January
10-04-2025,Flipkart,14620.72,Online Shopping,UPI,April
31-07-2025,Boat Lifestyle,117848.43,Electronics,Net Banking,July
04-03-2025,Aster,19475.39,Healthcare,UPI,March
21-06-2025,Snapdeal,10630.41,Online Shopping,UPI,June
07-03-2025,McDonalds,1304.28,Food,Credit Card,March
27-02-2025,Flipkart,7954.5,Online Shopping,Debit Card,February
30-12-2025,Netmeds,14745.26,Healthcare,Net Banking,December
11-11-2025,IndiGo,8661.39,Travel,Net Banking,November
11-03-2025,YouTube Premium,603.5,Entertainment,Debit Card,March
04-04-2025,Nike,5275.52,Clothing,Debit Card,April
02-06-2025,Fortis,10473.59,Healthcare,Credit Card,June
21-09-2025,HP World,45429.5,Electronics,Net Banking,September
23-05-2025,Spencers,3029.15,Grocery,Net Banking,May
22-12-2025,Yulu Bikes,572.6,Transport,Net Banking,December
03-10-2025,Uber,711.39,Transport,Net Banking,October
24-08-2025,Wrogn,7902.76,Clothing,Net Banking,August
30-11-2025,Kauvery,8743.52,Healthcare,Debit Card,November
26-04-2025,BMTC,1794.71,Transport,Net Banking,April
23-03-2025,More Supermarket,3121.34,Grocery,Net Banking,March
30-01-2025,Pizza Hut,846.93,Food,Credit Card,January
28-08-2025,Samsung Store,124616.3,Electronics,UPI,August
05-02-2025,Chai Point,319.11,Food,Debit Card,February
24-10-2025,PharmEasy,1030.38,Healthcare,Debit Card,October
21-06-2025,IndiGo,3283.48,Travel,Credit Card,June
05-11-2025,Water Board,292.83,Bills,Credit Card,November
11-06-2025,OYO,23791.49,Travel,UPI,June
25-09-2025,Star Bazaar,4510.72,Grocery,Net Banking,September
22-04-2025,BSNL,5094.47,Bills,Debit Card,April
06-08-2025,Biba,2685.24,Clothing,Debit Card,August
11-12-2025,Star Bazaar,3716.69,Grocery,Net Banking,December
09-04-2025,Amazon Prime,966.25,Entertainment,Net Banking,April
31-07-2025,Meesho,18119.79,Online Shopping,Debit Card,July
02-12-2025,Burger King,1252.09,Food,UPI,December
14-11-2025,Asus Store,24850.41,Electronics,Debit Card,November
21-06-2025,Sony Center,4274.69,Electronics,Debit Card,June
16-02-2025,IRCTC,22798.9,Travel,Net Banking,February
25-07-2025,Nature's Basket,3198.43,Grocery,UPI,July
02-08-2025,JioMart,3750.45,Grocery,Debit Card,August
14-10-2025,Biba,6857.44,Clothing,UPI,October
25-03-2025,Burger King,920.15,Food,Credit Card,March
12-02-2025,Chai Point,806.07,Food,Debit Card,February
14-11-2025,Hotstar,189.11,Entertainment,Net Banking,November
06-12-2025,Reliance Digital,57283.39,Electronics,Debit Card,December
14-12-2025,Metro Rail,259.35,Transport,Net Banking,December
21-05-2025,Property Tax Online,4431.95,Bills,UPI,May
26-07-2025,CCD,267.47,Food,Debit Card,July
11-05-2025,Booking.com,960.81,Travel,UPI,May
30-03-2025,BigBazaar,4429.65,Grocery,Credit Card,March
03-02-2025,Taco Bell,1174.11,Food,Credit Card,February
20-10-2025,Nike,4558.86,Clothing,Credit Card,October
17-10-2025,CCD,1448.1,Food,UPI,October
19-10-2025,SonyLiv,974.72,Entertainment,UPI,October
25-01-2025,Apollo Pharmacy,4233.67,Healthcare,Net Banking,January
01-04-2025,Meru Cabs,1392.64,Transport,Debit Card,April
28-04-2025,KFC,1308.51,Food,Credit Card,April
21-07-2025,Kauvery,1660.65,Healthcare,Debit Card,July
10-06-2025,PharmEasy,10204.39,Healthcare,Net Banking,June
26-05-2025,SonyLiv,610.01,Entertainment,Debit Card,May
05-11-2025,TSRTC,691.63,Transport,Debit Card,November
18-03-2025,Burger King,556.6,Food,Credit Card,March
20-07-2025,Taco Bell,101.46,Food,Credit Card,July
31-01-2025,Water Board,508.77,Bills,Net Banking,January
18-01-2025,Fortis,1974.71,Healthcare,UPI,January
17-01-2025,Nilgiris,685.22,Grocery,Debit Card,January
09-07-2025,HP World,84798.67,Electronics,Net Banking,July
20-01-2025,Nike,6335.03,Clothing,Credit Card,January
11-04-2025,Vodafone Idea,5707.02,Bills,Debit Card,April
30-12-2025,RedBus,369.01,Transport,Debit Card,December
21-04-2025,IRCTC,1928.17,Travel,UPI,April
27-10-2025,Noise,126862.8,Electronics,UPI,October
22-11-2025,SonyLiv,316.39,Entertainment,UPI,November
12-09-2025,AirAsia,10454.07,Travel,Debit Card,September
30-08-2025,Meru Cabs,971.09,Transport,UPI,August
06-01-2025,Yulu Bikes,486.8,Transport,Credit Card,January
31-01-2025,Kauvery,18889.88,Healthcare,UPI,January
12-10-2025,Water Board,3996.2,Bills,Credit Card,October
06-01-2025,Water Board,3331.01,Bills,Credit Card,January
20-11-2025,Dominos,571.22,Food,UPI,November
29-01-2025,A2B,835.42,Food,Debit Card,January
30-06-2025,Dominos,1367.4,Food,Debit Card,June
25-02-2025,Snapdeal,17628.94,Online Shopping,Net Banking,February
07-05-2025,CCD,695.84,Food,UPI,May
02-06-2025,Hotstar,877.65,Entertainment,Net Banking,June
22-06-2025,MakeMyTrip,12420.06,Travel,Credit Card,June
04-03-2025,Water Board,4699.67,Bills,Credit Card,March
22-07-2025,Vistara,7003.47,Travel,UPI,July
18-02-2025,Pizza Hut,265.72,Food,Credit Card,February
10-10-2025,Puma,7287.9,Clothing,Net Banking,October
12-07-2025,HP World,119838.66,Electronics,UPI,July
31-08-2025,Yulu Bikes,471.16,Transport,Net Banking,August
24-07-2025,Snapdeal,19139.33,Online Shopping,Credit Card,July
28-01-2025,Puma,5661.92,Clothing,Net Banking,January
13-12-2025,Cream Stone,863.04,Food,UPI,December
05-11-2025,Boat Lifestyle,141218.86,Electronics,UPI,November
01-08-2025,Apple Store,11779.45,Electronics,Debit Card,August
27-02-2025,Nykaa,19542.23,Online Shopping,Credit Card,February
20-03-2025,Subway,553.97,Food,Debit Card,March
14-05-2025,Puma,4547.6,Clothing,Net Banking,May
21-05-2025,Cream Stone,705.78,Food,Debit Card,May
08-07-2025,BigBazaar,768.3,Grocery,Debit Card,July
06-05-2025,Spencers,639.56,Grocery,Net Banking,May
24-09-2025,Water Board,1234.73,Bills,Net Banking,September
16-01-2025,Dell Exclusive,49085.04,Electronics,UPI,January
01-06-2025,Vistara,26640.71,Travel,UPI,June
05-02-2025,Spencers,1267.41,Grocery,Net Banking,February
08-09-2025,Apollo Pharmacy,8719.23,Healthcare,Debit Card,September
15-05-2025,Apollo Pharmacy,18799.96,Healthcare,Net Banking,May
27-06-2025,Netmeds,14420.78,Healthcare,UPI,June
31-12-2025,HP World,7025.44,Electronics,UPI,December
15-10-2025,Ola,833.64,Transport,Credit Card,October
19-06-2025,Yulu Bikes,1060.45,Transport,UPI,June
29-03-2025,Ajio,6425.56,Online Shopping,UPI,March
03-03-2025,BigBazaar,4397.76,Grocery,Debit Card,March
08-12-2025,OnePlus,138839.82,Electronics,UPI,December
25-01-2025,Gaana,450.06,Entertainment,Net Banking,January
01-04-2025,Aha,320.19,Entertainment,Debit Card,April
08-12-2025,Hotstar,614.79,Entertainment,Credit Card,December
11-01-2025,Snapdeal,2280.31,Online Shopping,UPI,January
02-07-2025,Spencers,796.87,Grocery,Debit Card,July
10-01-2025,Meru Cabs,111.51,Transport,Net Banking,January
09-02-2025,Vistara,10645.44,Travel,Debit Card,February
14-01-2025,Pepperfry,9837.52,Online Shopping,Debit Card,January
17-09-2025,1mg,762.6,Healthcare,Net Banking,September
30-01-2025,Apple Music,480.04,Entertainment,Credit Card,January
31-01-2025,BSNL,585.96,Bills,Credit Card,January
22-01-2025,Asus Store,5639.35,Electronics,Debit Card,January
