Date,Description,Amount,Category,PaymentMethod,Month,Year,Month_Number,Day,Weekday
2025-07-07,adidas,2968.69,Clothing,Credit Card,July,2025,7,7,Monday
2025-07-12,subway,698.47,Food,Net Banking,July,2025,7,12,Saturday
2025-01-15,myntra,12900.53,Online Shopping,UPI,January,2025,1,15,Wednesday
2025-05-29,property tax online,4085.79,Bills,Credit Card,May,2025,5,29,Thursday
2025-09-07,snapdeal,12433.3,Online Shopping,UPI,September,2025,9,7,Sunday
2025-05-05,tneb,3815.8,Bills,Debit Card,May,2025,5,5,Monday
2025-12-06,uber,1367.86,Transport,Net Banking,December,2025,12,6,Saturday
2025-11-04,vistara,4938.58,Travel,Credit Card,November,2025,11,4,Tuesday
2025-11-14,woodland,3342.81,Clothing,Credit Card,November,2025,11,14,Friday
2025-01-25,meesho,13244.08,Online Shopping,UPI,January,2025,1,25,Saturday
2025-12-31,kauvery,12259.08,Healthcare,UPI,December,2025,12,31,Wednesday
2025-02-23,apollo hospital,10165.48,Healthcare,Credit Card,February,2025,2,23,Sunday
2025-04-09,indigo,16840.72,Travel,Credit Card,April,2025,4,9,Wednesday
2025-11-09,lenskart,19621.75,Online Shopping,Debit Card,November,2025,11,9,Sunday
2025-11-02,apollo pharmacy,17413.55,Healthcare,Debit Card,November,2025,11,2,Sunday
2025-12-02,pepperfry,3996.44,Online Shopping,Credit Card,December,2025,12,2,Tuesday
2025-11-28,dmart,4938.14,Grocery,Credit Card,November,2025,11,28,Friday
2025-08-26,redbus,1758.44,Transport,Net Banking,August,2025,8,26,Tuesday
2025-06-08,bmtc,1484.81,Transport,Debit Card,June,2025,6,8,Sunday
2025-10-22,booking.com,4103.82,Travel,Credit Card,October,2025,10,22,Wednesday
2025-05-02,pizza hut,1051.71,Food,Credit Card,May,2025,5,2,Friday
2025-10-14,tsrtc,1660.04,Transport,Debit Card,October,2025,10,14,Tuesday
2025-04-25,redbus,477.79,Transport,Debit Card,April,2025,4,25,Friday
2025-08-24,oyo,4808.63,Travel,Credit Card,August,2025,8,24,Sunday
2025-03-10,redbus,317.54,Transport,Debit Card,March,2025,3,10,Monday
2025-06-07,amazon prime,115.61,Entertainment,UPI,June,2025,6,7,Saturday
2025-02-19,ola,862.35,Transport,Credit Card,February,2025,2,19,Wednesday
2025-10-06,jio fiber,532.56,Bills,Debit Card,October,2025,10,6,Monday
2025-08-19,tneb,780.34,Bills,Debit Card,August,2025,8,19,Tuesday
2025-07-09,ola,1043.35,Transport,UPI,July,2025,7,9,Wednesday
2025-02-16,pharmeasy,12699.47,Healthcare,Net Banking,February,2025,2,16,Sunday
2025-04-30,asus store,67315.69,Electronics,Net Banking,April,2025,4,30,Wednesday
2025-02-01,nilgiris,1473.65,Grocery,UPI,February,2025,2,1,Saturday
2025-08-16,jio fiber,3338.08,Bills,Net Banking,August,2025,8,16,Saturday
2025-08-18,tata cliq,13071.67,Online Shopping,Net Banking,August,2025,8,18,Monday
2025-11-05,booking.com,15761.34,Travel,Debit Card,November,2025,11,5,Wednesday
2025-09-11,a2b,1487.69,Food,UPI,September,2025,9,11,Thursday
2025-01-23,goibibo,13599.09,Travel,UPI,January,2025,1,23,Thursday
2025-07-20,mi store,85154.28,Electronics,Credit Card,July,2025,7,20,Sunday
2025-06-25,asus store,22550.59,Electronics,Debit Card,June,2025,6,25,Wednesday
2025-08-07,h&m,3787.79,Clothing,UPI,August,2025,8,7,Thursday
2025-05-03,paradise biryani,269.94,Food,UPI,May,2025,5,3,Saturday
2025-09-15,sony center,108546.07,Electronics,Debit Card,September,2025,9,15,Monday
2025-04-02,pizza hut,1219.45,Food,Credit Card,April,2025,4,2,Wednesday
2025-03-15,zee5,424.28,Entertainment,Net Banking,March,2025,3,15,Saturday
2025-08-31,cream stone,656.16,Food,Debit Card,August,2025,8,31,Sunday
2025-04-14,irctc,27616.51,Travel,Net Banking,April,2025,4,14,Monday
2025-05-16,act fibernet,292.36,Bills,Credit Card,May,2025,5,16,Friday
2025-03-15,nykaa,677.2,Online Shopping,Net Banking,March,2025,3,15,Saturday
2025-09-28,samsung store,29016.44,Electronics,UPI,September,2025,9,28,Sunday
2025-05-19,starbucks,1300.66,Food,UPI,May,2025,5,19,Monday
2025-07-30,biba,6796.93,Clothing,Debit Card,July,2025,7,30,Wednesday
2025-05-06,lenskart,14397.23,Online Shopping,Credit Card,May,2025,5,6,Tuesday
2025-10-05,snapdeal,12541.79,Online Shopping,Credit Card,October,2025,10,5,Sunday
2025-11-19,nature's basket,1625.7,Grocery,Net Banking,November,2025,11,19,Wednesday
2025-03-13,zee5,124.01,Entertainment,Net Banking,March,2025,3,13,Thursday
2025-03-20,hotstar,507.41,Entertainment,Net Banking,March,2025,3,20,Thursday
2025-04-18,tneb,3373.73,Bills,Debit Card,April,2025,4,18,Friday
2025-01-13,zara,3511.95,Clothing,UPI,January,2025,1,13,Monday
2025-10-17,snapdeal,10500.52,Online Shopping,UPI,October,2025,10,17,Friday
2025-05-12,oneplus,4646.46,Electronics,Credit Card,May,2025,5,12,Monday
2025-09-14,apollo pharmacy,8840.97,Healthcare,UPI,September,2025,9,14,Sunday
2025-06-29,tata cliq,12847.46,Online Shopping,UPI,June,2025,6,29,Sunday
2025-09-20,reliance fresh,2591.55,Grocery,Net Banking,September,2025,9,20,Saturday
2025-12-18,nilgiris,2470.34,Grocery,Credit Card,December,2025,12,18,Thursday
2025-01-03,apple store,140355.9,Electronics,Net Banking,January,2025,1,3,Friday
2025-06-08,us polo,3810.42,Clothing,Credit Card,June,2025,6,8,Sunday
2025-06-26,pantaloons,5927.89,Clothing,Net Banking,June,2025,6,26,Thursday
2025-06-20,yatra,27128.44,Travel,Net Banking,June,2025,6,20,Friday
2025-01-05,aha,563.83,Entertainment,Credit Card,January,2025,1,5,Sunday
2025-08-17,booking.com,24786.87,Travel,UPI,August,2025,8,17,Sunday
2025-03-22,vodafone idea,4468.43,Bills,Debit Card,March,2025,3,22,Saturday
2025-12-06,metro rail,1592.39,Transport,Credit Card,December,2025,12,6,Saturday
2025-09-27,noise,53467.25,Electronics,Net Banking,September,2025,9,27,Saturday
2025-01-20,amazon prime,672.14,Entertainment,Credit Card,January,2025,1,20,Monday
2025-04-03,tsrtc,372.43,Transport,Debit Card,April,2025,4,3,Thursday
2025-07-22,adidas,4964.27,Clothing,Debit Card,July,2025,7,22,Tuesday
2025-06-10,reliance fresh,4680.79,Grocery,Credit Card,June,2025,6,10,Tuesday
2025-09-26,reliance fresh,2222.84,Grocery,UPI,September,2025,9,26,Friday
2025-03-21,gaana,226.71,Entertainment,Credit Card,March,2025,3,21,Friday
2025-07-23,paradise biryani,818.06,Food,Net Banking,July,2025,7,23,Wednesday
2025-09-08,nilgiris,1636.19,Grocery,Credit Card,September,2025,9,8,Monday
2025-03-16,croma,82995.77,Electronics,Net Banking,March,2025,3,16,Sunday
2025-08-10,metro rail,840.16,Transport,Credit Card,August,2025,8,10,Sunday
2025-07-01,tata cliq,16683.59,Online Shopping,Credit Card,July,2025,7,1,Tuesday
2025-08-20,flipkart,14058.43,Online Shopping,Net Banking,August,2025,8,20,Wednesday
2025-05-13,samsung store,76876.53,Electronics,Credit Card,May,2025,5,13,Tuesday
2025-05-06,gas agency,5865.08,Bills,Debit Card,May,2025,5,6,Tuesday
2025-02-25,rapido,991.44,Transport,Credit Card,February,2025,2,25,Tuesday
2025-11-06,star bazaar,4684.39,Grocery,Credit Card,November,2025,11,6,Thursday
2025-12-08,spotify,363.44,Entertainment,UPI,December,2025,12,8,Monday
2025-11-29,cream stone,733.4,Food,Credit Card,November,2025,11,29,Saturday
2025-12-14,barbeque nation,784.8,Food,Credit Card,December,2025,12,14,Sunday
2025-01-11,taco bell,1197.89,Food,Debit Card,January,2025,1,11,Saturday
2025-04-29,more supermarket,598.84,Grocery,Credit Card,April,2025,4,29,Tuesday
2025-02-17,meesho,17138.98,Online Shopping,UPI,February,2025,2,17,Monday
2025-01-10,goibibo,14308.69,Travel,UPI,January,2025,1,10,Friday
2025-03-19,barbeque nation,776.36,Food,Net Banking,March,2025,3,19,Wednesday
2025-02-20,tsrtc,493.69,Transport,UPI,February,2025,2,20,Thursday
2025-11-16,puma,7927.64,Clothing,Debit Card,November,2025,11,16,Sunday
2025-05-05,tata cliq,2771.36,Online Shopping,Credit Card,May,2025,5,5,Monday
2025-09-04,redbus,130.13,Transport,Net Banking,September,2025,9,4,Thursday
2025-07-13,booking.com,24788.87,Travel,Debit Card,July,2025,7,13,Sunday
2025-05-12,dmart,443.44,Grocery,UPI,May,2025,5,12,Monday
2025-10-20,medplus,7505.77,Healthcare,Net Banking,October,2025,10,20,Monday
2025-06-12,puma,2854.41,Clothing,Credit Card,June,2025,6,12,Thursday
2025-11-05,dell exclusive,74104.53,Electronics,Net Banking,November,2025,11,5,Wednesday
2025-02-26,act fibernet,1949.16,Bills,Debit Card,February,2025,2,26,Wednesday
2025-10-31,aster,15902.96,Healthcare,Credit Card,October,2025,10,31,Friday
2025-10-04,flipkart,19540.87,Online Shopping,Net Banking,October,2025,10,4,Saturday
2025-08-13,mcdonalds,390.33,Food,Debit Card,August,2025,8,13,Wednesday
2025-01-06,fortis,19019.41,Healthcare,Credit Card,January,2025,1,6,Monday
2025-07-14,air india,26944.64,Travel,UPI,July,2025,7,14,Monday
2025-12-10,airtel,393.89,Bills,Net Banking,December,2025,12,10,Wednesday
2025-10-18,bsnl,2015.64,Bills,UPI,October,2025,10,18,Saturday
2025-03-25,nature's basket,1555.25,Grocery,UPI,March,2025,3,25,Tuesday
2025-11-03,kauvery,8696.86,Healthcare,Credit Card,November,2025,11,3,Monday
2025-06-11,tata cliq,14782.03,Online Shopping,Credit Card,June,2025,6,11,Wednesday
2025-08-26,chai point,1295.45,Food,Net Banking,August,2025,8,26,Tuesday
2025-10-06,airtel,5838.45,Bills,Net Banking,October,2025,10,6,Monday
2025-02-28,netflix,733.84,Entertainment,UPI,February,2025,2,28,Friday
2025-11-08,chai point,1497.97,Food,UPI,November,2025,11,8,Saturday
2025-05-15,us polo,7164.67,Clothing,Debit Card,May,2025,5,15,Thursday
2025-10-09,aster,14109.93,Healthcare,Debit Card,October,2025,10,9,Thursday
2025-01-07,nilgiris,1181.13,Grocery,UPI,January,2025,1,7,Tuesday
2025-03-10,gas agency,453.86,Bills,Net Banking,March,2025,3,10,Monday
2025-12-10,booking.com,11762.66,Travel,UPI,December,2025,12,10,Wednesday
2025-06-23,biba,5977.64,Clothing,Net Banking,June,2025,6,23,Monday
2025-07-10,amazon,18724.54,Online Shopping,Credit Card,July,2025,7,10,Thursday
2025-07-01,cloudnine,12613.27,Healthcare,UPI,July,2025,7,1,Tuesday
2025-01-16,act fibernet,562.1,Bills,Net Banking,January,2025,1,16,Thursday
2025-10-21,samsung store,61604.27,Electronics,UPI,October,2025,10,21,Tuesday
2025-12-25,jio fiber,3535.3,Bills,Credit Card,December,2025,12,25,Thursday
2025-11-18,puma,1109.53,Clothing,Debit Card,November,2025,11,18,Tuesday
2025-02-27,jiomart,2986.54,Grocery,UPI,February,2025,2,27,Thursday
2025-05-19,mi store,82868.58,Electronics,UPI,May,2025,5,19,Monday
2025-03-25,indigo,16666.71,Travel,Net Banking,March,2025,3,25,Tuesday
2025-10-29,h&m,4960.58,Clothing,Debit Card,October,2025,10,29,Wednesday
2025-02-27,tata cliq,17441.97,Online Shopping,Debit Card,February,2025,2,27,Thursday
2025-12-03,myntra,9321.1,Online Shopping,UPI,December,2025,12,3,Wednesday
2025-10-26,mcdonalds,271.18,Food,Net Banking,October,2025,10,26,Sunday
2025-06-12,hotstar,694.82,Entertainment,Net Banking,June,2025,6,12,Thursday
2025-11-08,airtel,3286.39,Bills,UPI,November,2025,11,8,Saturday
2025-11-25,tneb,2401.19,Bills,UPI,November,2025,11,25,Tuesday
2025-04-05,chai point,218.3,Food,Debit Card,April,2025,4,5,Saturday
2025-09-26,netflix,587.47,Entertainment,Debit Card,September,2025,9,26,Friday
2025-01-20,croma,113333.12,Electronics,UPI,January,2025,1,20,Monday
2025-09-20,yulu bikes,1774.98,Transport,Debit Card,September,2025,9,20,Saturday
2025-12-31,croma,124834.5,Electronics,Net Banking,December,2025,12,31,Wednesday
2025-09-15,noise,85285.14,Electronics,Debit Card,September,2025,9,15,Monday
2025-11-08,lenskart,13646.56,Online Shopping,Debit Card,November,2025,11,8,Saturday
2025-07-11,medplus,14161.43,Healthcare,Credit Card,July,2025,7,11,Friday
2025-09-22,myntra,3079.72,Online Shopping,Credit Card,September,2025,9,22,Monday
2025-07-14,vodafone idea,4628.27,Bills,Debit Card,July,2025,7,14,Monday
2025-07-15,medplus,2205.36,Healthcare,Debit Card,July,2025,7,15,Tuesday
2025-11-14,myntra,9534.27,Online Shopping,Debit Card,November,2025,11,14,Friday
2025-06-03,nilgiris,2250.07,Grocery,Debit Card,June,2025,6,3,Tuesday
2025-12-08,bsnl,3567.82,Bills,UPI,December,2025,12,8,Monday
2025-09-12,netflix,487.16,Entertainment,Net Banking,September,2025,9,12,Friday
2025-10-29,amazon,14655.62,Online Shopping,Credit Card,October,2025,10,29,Wednesday
2025-12-18,bigbazaar,2703.56,Grocery,Debit Card,December,2025,12,18,Thursday
2025-07-17,gaana,842.74,Entertainment,Credit Card,July,2025,7,17,Thursday
2025-01-23,cream stone,241.58,Food,Debit Card,January,2025,1,23,Thursday
2025-01-28,lenskart,7056.62,Online Shopping,UPI,January,2025,1,28,Tuesday
2025-09-16,flipkart,3825.15,Online Shopping,UPI,September,2025,9,16,Tuesday
2025-11-30,tata cliq,11028.97,Online Shopping,Credit Card,November,2025,11,30,Sunday
2025-03-28,amazon prime,736.11,Entertainment,Credit Card,March,2025,3,28,Friday
2025-07-05,youtube premium,303.91,Entertainment,Net Banking,July,2025,7,5,Saturday
2025-12-05,tsrtc,343.06,Transport,Credit Card,December,2025,12,5,Friday
2025-02-11,zara,2061.92,Clothing,Debit Card,February,2025,2,11,Tuesday
2025-10-07,ola,679.11,Transport,UPI,October,2025,10,7,Tuesday
2025-11-20,flipkart,10771.58,Online Shopping,Net Banking,November,2025,11,20,Thursday
2025-12-21,booking.com,28416.93,Travel,Credit Card,December,2025,12,21,Sunday
2025-11-27,1mg,13739.47,Healthcare,Credit Card,November,2025,11,27,Thursday
2025-11-08,noise,149809.51,Electronics,UPI,November,2025,11,8,Saturday
2025-10-22,pharmeasy,18722.74,Healthcare,Net Banking,October,2025,10,22,Wednesday
2025-06-09,meru cabs,1375.27,Transport,Credit Card,June,2025,6,9,Monday
2025-11-28,tsrtc,1892.13,Transport,Credit Card,November,2025,11,28,Friday
2025-11-06,sony center,51998.8,Electronics,UPI,November,2025,11,6,Thursday
2025-11-26,pantaloons,5858.06,Clothing,Credit Card,November,2025,11,26,Wednesday
2025-07-08,vivo store,115944.18,Electronics,Net Banking,July,2025,7,8,Tuesday
2025-03-15,h&m,1364.47,Clothing,Debit Card,March,2025,3,15,Saturday
2025-09-23,ola,1345.14,Transport,Debit Card,September,2025,9,23,Tuesday
2025-06-26,youtube premium,793.92,Entertainment,Debit Card,June,2025,6,26,Thursday
2025-07-01,tsrtc,314.45,Transport,Debit Card,July,2025,7,1,Tuesday
2025-05-07,mi store,99413.08,Electronics,UPI,May,2025,5,7,Wednesday
2025-06-18,jio fiber,4032.13,Bills,UPI,June,2025,6,18,Wednesday
2025-11-14,sonyliv,940.34,Entertainment,UPI,November,2025,11,14,Friday
2025-01-12,aster,10391.15,Healthcare,UPI,January,2025,1,12,Sunday
2025-09-29,meru cabs,1307.01,Transport,Net Banking,September,2025,9,29,Monday
2025-07-14,youtube premium,799.3,Entertainment,UPI,July,2025,7,14,Monday
2025-01-20,allen solly,5466.64,Clothing,Net Banking,January,2025,1,20,Monday
2025-10-24,spotify,912.39,Entertainment,UPI,October,2025,10,24,Friday
2025-01-11,vodafone idea,2753.94,Bills,Net Banking,January,2025,1,11,Saturday
2025-08-11,oyo,1890.83,Travel,Net Banking,August,2025,8,11,Monday
2025-06-03,chai point,392.84,Food,Net Banking,June,2025,6,3,Tuesday
2025-01-19,nature's basket,2174.23,Grocery,Net Banking,January,2025,1,19,Sunday
2025-07-18,puma,5680.75,Clothing,Credit Card,July,2025,7,18,Friday
2025-12-11,spotify,343.42,Entertainment,UPI,December,2025,12,11,Thursday
2025-04-09,us polo,5174.01,Clothing,Debit Card,April,2025,4,9,Wednesday
2025-06-05,sony center,100827.11,Electronics,Net Banking,June,2025,6,5,Thursday
2025-05-22,jio fiber,1887.24,Bills,Debit Card,May,2025,5,22,Thursday
2025-11-20,aster,8174.74,Healthcare,Net Banking,November,2025,11,20,Thursday
2025-11-10,vodafone idea,5639.92,Bills,Credit Card,November,2025,11,10,Monday
2025-06-18,wrogn,3592.34,Clothing,Credit Card,June,2025,6,18,Wednesday
2025-05-23,pizza hut,1074.09,Food,Net Banking,May,2025,5,23,Friday
2025-06-22,goibibo,3934.44,Travel,Debit Card,June,2025,6,22,Sunday
2025-08-16,taco bell,1079.24,Food,UPI,August,2025,8,16,Saturday
2025-07-31,saravana bhavan,251.86,Food,Net Banking,July,2025,7,31,Thursday
2025-08-22,hp world,102786.23,Electronics,Net Banking,August,2025,8,22,Friday
2025-05-31,1mg,7587.9,Healthcare,Net Banking,May,2025,5,31,Saturday
2025-07-18,gaana,492.75,Entertainment,Credit Card,July,2025,7,18,Friday
2025-12-02,gas agency,3567.01,Bills,Net Banking,December,2025,12,2,Tuesday
2025-05-01,uber,315.77,Transport,Debit Card,May,2025,5,1,Thursday
2025-08-08,zara,3124.38,Clothing,Credit Card,August,2025,8,8,Friday
2025-08-25,air india,23581.8,Travel,Credit Card,August,2025,8,25,Monday
2025-09-08,amazon,9526.2,Online Shopping,Net Banking,September,2025,9,8,Monday
2025-08-24,more supermarket,538.14,Grocery,Net Banking,August,2025,8,24,Sunday
2025-04-29,nature's basket,2280.22,Grocery,Net Banking,April,2025,4,29,Tuesday
2025-11-09,star bazaar,942.88,Grocery,Debit Card,November,2025,11,9,Sunday
2025-12-05,spencers,3009.84,Grocery,Net Banking,December,2025,12,5,Friday
2025-09-18,subway,650.54,Food,UPI,September,2025,9,18,Thursday
2025-06-06,oneplus,61848.9,Electronics,Net Banking,June,2025,6,6,Friday
2025-07-29,aster,17638.05,Healthcare,Credit Card,July,2025,7,29,Tuesday
2025-10-19,more supermarket,4112.29,Grocery,UPI,October,2025,10,19,Sunday
2025-07-03,us polo,4140.55,Clothing,Net Banking,July,2025,7,3,Thursday
2025-05-20,ajio,16515.81,Online Shopping,UPI,May,2025,5,20,Tuesday
2025-01-04,youtube premium,511.91,Entertainment,Debit Card,January,2025,1,4,Saturday
2025-08-23,youtube premium,696.6,Entertainment,Debit Card,August,2025,8,23,Saturday
2025-03-25,chai point,499.3,Food,Net Banking,March,2025,3,25,Tuesday
2025-07-23,nilgiris,389.68,Grocery,Debit Card,July,2025,7,23,Wednesday
2025-08-01,kauvery,7540.82,Healthcare,Debit Card,August,2025,8,1,Friday
2025-04-16,samsung store,79763.99,Electronics,Debit Card,April,2025,4,16,Wednesday
2025-03-29,puma,2965.02,Clothing,Net Banking,March,2025,3,29,Saturday
2025-09-01,snapdeal,545.23,Online Shopping,Debit Card,September,2025,9,1,Monday
2025-07-09,property tax online,2880.28,Bills,Credit Card,July,2025,7,9,Wednesday
2025-01-19,booking.com,15334.58,Travel,UPI,January,2025,1,19,Sunday
2025-02-22,apple music,317.1,Entertainment,Net Banking,February,2025,2,22,Saturday
2025-01-10,levis,6106.66,Clothing,Debit Card,January,2025,1,10,Friday
2025-05-17,vodafone idea,313.83,Bills,Credit Card,May,2025,5,17,Saturday
2025-04-01,snapdeal,6800.27,Online Shopping,Debit Card,April,2025,4,1,Tuesday
2025-05-17,boat lifestyle,45452.86,Electronics,Debit Card,May,2025,5,17,Saturday
2025-02-22,levis,2416.6,Clothing,Net Banking,February,2025,2,22,Saturday
2025-03-18,water board,5008.61,Bills,Debit Card,March,2025,3,18,Tuesday
2025-12-29,nykaa,11056.9,Online Shopping,UPI,December,2025,12,29,Monday
2025-01-02,taco bell,870.88,Food,Debit Card,January,2025,1,2,Thursday
2025-09-19,booking.com,14839.72,Travel,Net Banking,September,2025,9,19,Friday
2025-12-28,pantaloons,6492.91,Clothing,Net Banking,December,2025,12,28,Sunday
2025-07-13,levis,3060.54,Clothing,Credit Card,July,2025,7,13,Sunday
2025-10-30,air india,26028.99,Travel,Debit Card,October,2025,10,30,Thursday
2025-04-20,airtel,3262.78,Bills,UPI,April,2025,4,20,Sunday
2025-11-02,nilgiris,2915.54,Grocery,UPI,November,2025,11,2,Sunday
2025-06-04,fortis,9594.79,Healthcare,UPI,June,2025,6,4,Wednesday
2025-06-30,nike,4143.09,Clothing,Net Banking,June,2025,6,30,Monday
2025-01-17,irctc,11115.37,Travel,Net Banking,January,2025,1,17,Friday
2025-11-19,more supermarket,4618.73,Grocery,Credit Card,November,2025,11,19,Wednesday
2025-04-16,kfc,1495.35,Food,Debit Card,April,2025,4,16,Wednesday
2025-03-07,act fibernet,1317.06,Bills,UPI,March,2025,3,7,Friday
2025-05-23,starbucks,837.31,Food,Debit Card,May,2025,5,23,Friday
2025-10-13,noise,149349.96,Electronics,UPI,October,2025,10,13,Monday
2025-05-28,paradise biryani,1307.46,Food,UPI,May,2025,5,28,Wednesday
2025-11-19,rapido,365.48,Transport,UPI,November,2025,11,19,Wednesday
2025-07-31,star bazaar,338.01,Grocery,Debit Card,July,2025,7,31,Thursday
2025-03-23,nilgiris,2907.71,Grocery,Credit Card,March,2025,3,23,Sunday
2025-05-07,water board,3967.31,Bills,UPI,May,2025,5,7,Wednesday
2025-12-16,oyo,2044.97,Travel,UPI,December,2025,12,16,Tuesday
2025-07-18,amazon,10497.51,Online Shopping,Net Banking,July,2025,7,18,Friday
2025-11-23,goibibo,6111.48,Travel,Net Banking,November,2025,11,23,Sunday
2025-02-14,water board,3755.84,Bills,Net Banking,February,2025,2,14,Friday
2025-01-20,saravana bhavan,554.4,Food,Net Banking,January,2025,1,20,Monday
2025-11-26,netflix,959.4,Entertainment,Net Banking,November,2025,11,26,Wednesday
2025-01-05,mcdonalds,946.7,Food,Debit Card,January,2025,1,5,Sunday
2025-06-16,vivo store,47234.6,Electronics,Debit Card,June,2025,6,16,Monday
2025-08-16,netflix,512.76,Entertainment,Debit Card,August,2025,8,16,Saturday
2025-01-24,act fibernet,1095.07,Bills,Net Banking,January,2025,1,24,Friday
2025-03-09,apollo pharmacy,1563.0,Healthcare,Credit Card,March,2025,3,9,Sunday
2025-01-08,netmeds,8794.54,Healthcare,Net Banking,January,2025,1,8,Wednesday
